tweet_text,caution_and_advice,displaced_people_and_evacuations,infrastructure_and_utility_damage,injured_or_dead_people,missing_or_found_people,not_humanitarian,other_relevant_information,requests_or_urgent_needs,rescue_volunteering_or_donation_effort,sympathy_and_support
"CoBank has committed $350,000 to support relief efforts in the Northern California communities impacted by the #Camp Fire. The bank is partnering with customers and California Farm Credit associations to support those impacted by the fire.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"When exactly does the California fires receive 24 hour coverage? 42 people have died, many homes and businesses destroyed, over 100,000 acres scorched in Hell Fire, a sexual Predator in our White House who’s enjoying seeing it all burn. Like, what does it take?",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
@RepMaxineWaters He was more correct about his assessment of Californias fires than you will ever be #madmax,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
I am thankful on #ThanksgivingEve for #Rain here in California. But please keep praying as the rain could help fight fires BUT also hinder the search for victims and even lead to flooding (a real risk after fires). #PrayForCalifornia ὤF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
This is the evacuation from Malibu California wildfires. Gee!,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Video: Hundreds of abandoned cars burnt in Paradise, California after #Campfire destroys the city. At least five people died from the wildfire.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
The Trump administration refuses to say if it will enact a federal disaster relief program to give housing assistance to people displaced by the California wildfires. FEMA has refused to enact DHAP for any declared disaster since Trump has taken office.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
@KatyHawke010167 @SammiScarlette Its almost 6500 homes destroyedin the #CampFire,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Played some really fun golf with David and Lisa from Zoo to You. Lots of smoke from the fires in the sky. @ Paso Robles, California",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"BREAKING: The @ButteSheriff made a correction, the #CampFire has killed 42 people so far, making it the deadliest wildfire in Californias history. @ActionNewsNow",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Trump’s response as outlets like @washingtonpost report The fires have killed at least 9 people, immolated a mountain town &amp; jangled the nerves of many tens of thousands of residents forced to evacuate their homes.”",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Nine souls lost, fires still raging, my state blanketed by smoke. Now is the time to promise to help ravaged neighborhoods and families in crisis.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Kim Kardashian Speaks About Devastating California Wildfires After Mandatory Evacuation,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ὢ8Update: On The Wildfiresὒ5 Burning in various locations throughout California. Statewide the Death Toll has risen to 44 Dead &amp; over 200+ Missing/Unaccounted for. Over 20,800 acres have been burnt &amp; 6,888 Buildings,Homes,Structures have been Destroyed and Burnt Down Statewide.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
RT @chabriaa: Camping in the lot is part of Walmart’s culture. That tent city in Chico is something else.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"I wrote this in August, and it’s still relevant now as this time it’s the President tweeting, inaccurately, about why we are having severe fires in California. #cawildfires",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Camp Fire survivors gather for Thanksgiving feast: ‘We still have our hearts’ Among those who helped pull off the event across multiple locations: Celebrity chefs Guy Fieri and José Andrés. Hundreds of volunteers pitched in to provide a Thanksgiv  #USRC,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Death toll in Californias Camp Fire now 48: officials  #FoxNews Democrat controlled CA now a charred ruin. Detroit, Chicago, New Orleans, etc. the butchers bill for Democrat policies is staggering.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"@TaylorAnnPasta @kahtreenah_ @CNN Then why don’t you donate? Anything helps. Doesn’t just need to be rich people that are donating, average people can donate too. Celebrities aren’t obligated to give money to towns after fires but if you’re so concerned, here’s a donation link for Paradise",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
A U.S. judge overseeing a criminal case against Pacific Gas &amp; Electric Co. asked the utility to explain any role it may have played in a massive wildfire that destroyed a Northern California town and killed nearly 90 people.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Which other Oregon breweries are joining @EclipticBrewing, @BuoyBeer, @RogueAles and @WildRideBrewing in brewing Resilience IPA for the @SierraNevada Camp Fire Relief Fund? Details:  #ButteCountyStrong #CampFire",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"We’re partnering with @Golden1Center and donating $10 of every Electric Christmas ticket purchased with code CAMPFIRE to the American Red Cross to help the communities impacted by the devastating fires across California, including the Camp Fire in Butte County! #electricchristmas",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @NBCNews: Volunteers were gearing up to serve thousands of Thanksgiving meals to survivors of the California fires.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
THANKS 2 1st Firefighters &amp; all that had humanity 2 help in any way-small caring acts of kindness can remind us that majority of us r different than him #ThankAFirstRedponder. #ActsofKindnessMatter. Many firefighters struggling 2 stop this fire while their homes were destroyed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
@LVNancy Why doesn’t she do her gofundme for the California fires ὒ5  folks that lost all.. the firemen  emergency people .. animal shelters? .. She is not a true socialist when it comes to her own wants” ὠF FAKE #OcasioCortez,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
#SaturdayKitchenLive I am at a lost for words as I sit here &amp; watch the fires going on in my beautiful state of California Air Quality where I am at is #RedAlert-as little outdoor activities as possibleὪ8 Thanks CA demoRats ὪBU have destroyed our stateὪB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"#NEW: PG&amp;E had troubled past w Feather River Canyon area before #CampFire: In 2012, the same transmission line linked to fire origin toppled in storm; in 2001, #PGE paid $5.9M settlement for causing Poe Fire in same area  @ChicoER @ER_DavidLittle @mercnews",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"RT @MicahKTLA: BREAKING: The death toll has risen to 42 in the #camp fire, making it the deadliest fire in California history.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Packers Star Aaron Rodgers Donates $1M To California Fire Relief; Urges Others To Help,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Good morning! Back in my studio chair this morning. The death toll from the #CampFire continues to rise as new fires erupt in California. Well have the latest from the front lines. Listen live. #AFN,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
@realDonaldTrump @POTUS @california @CaliforniaEPA #BlackBearsMatter #CaliforniaWildFires  Simple video how 2 prevent Forrest Fires n Raking Demo #EducateYourself #SmokeyTheBear #IWentToPublicSchoolAndCommunityCollege #IvyLeagueReject #ProudOfPublicSchool,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Kanye West Donates $500K to California Wildfire Relief Efforts  #black #kanye,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
You can choose to have your donation go directly towards those affected by the California Wildfires.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"@GregMichon @PattyMurray Yah, its why 100 year floods are happening regularly everywhere, and six tornados touched down in Ottawa this year. Not to mention the largest wildfires on record in California. Maybe you should check the historical record before claiming this level of destruction is normal?",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"New: The #WoolseyFire is 10% contained. Two dead, three firefighters hurt. Trump has tweeted about the California fires again. @ladailynews",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Death toll in Northern California fire rises to 71 with more than 1,000 unaccounted for - Los Angeles TimesὪ8What a HORROR, CALIF.ὣ3My prayers are with you &amp; I make twitterverse aware daily‼️",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Thank you for writing this intense story. What started as a tiny brush fire became California’s deadliest wildfire  via @gazettextra,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Couple creates ‘Adopt a Family’ initiative to help fellow Californians affected by the Camp Fire: Everybody can do their part - ABC News - via @ABC  #CampFire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Ocean Sciences Article of the Day - Camp Fire Is 100 Percent Contained, California Officials Say (New York Times)",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"The fires in California make me so sad, all those people who lose homes and the animals who suffer with losing their little homes too! Ὁ4",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"The current blaze in California is sadly reaching a whole new level of extreme forest fires in an already extreme fire year in the state fueled by climate change. Already now, the wildfires have destroyed an area of more than 6500 km², Kirsten Thonicke",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"This man is soulless and crazy. At the moment of natural disaster and human tragedy, he threatens the victims! I have never in my life had less respect for anyone who is supposed to be a human than I feel for Trump. The presidential title makes him even lesser person somehow!",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"California Camp Fire Deadliest, Most Destructive In CA History, Death Toll Hits 42",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"AVAILABLE FOR #CampFire EVACUEES: HORSE SUPPLIES (HAY, GRAIN, PELLETS, HALTERS, TACK, HORSE BLANKETS), MEDICAL SUPPLIES, SUPPLEMENTS, DOG AND CAT FOOD &amp; SUPPLIES. PHONE: 1-530-635-0812 ADDRESS: 44 2ND STREET, #YubaCity, #California #Chico #ChicoCA #Oroville #CaliforniaFires",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Authorities are warning the death toll from the wildfires raging across the U.S. state of California is likely to rise with 31 people already confirmed dead. @PaulKadak #7News,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"The California Camp Fire death toll likely to exceed 60, its bad, its not over, they need as much help and support as we can give them. Its hell on earth for themreally, pay attention to this. Its Americans burning. See it here:",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
#California citizens keep voting #Democrats in power -so the frequency of fires is a result of their choices! A lack of #Priority &amp; #Commonsense is sadly lacking in California Leadership! All their GOV does is spend $$$ suing @POTUS or paying for college for illegals!,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Glad to see the #NFL and Patrick Mahomes doing whatever they can to help out out the people affected by the California Wildfires.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
I donated to Disaster relief: California wildfires special matching campaign through #HPEGives!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Rain may hamper search for California wildfire victims: Reuters  | More w/ Eco-Search:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"President Donald Trump could face resentment from California locals for blaming the wildfires, in which 71 people were confirmed dead, on poor forest management.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Death toll climbs as monster fires ravage California,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
@FLOTUS @WhiteHouse Thank you to all of the volunteers from across our great nation who are working hard to help support the firefighters and victims in California who have been working day and night to put out the fires and lost their homes and loved ones at this time.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
HEADLINES: California faces public health emergency as death toll from fires soars to 50,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Celebrities evacuate California as wildfires rage,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"@VICE I noticed this trend with the california fires, where progressive publications are openly villainizing wealthy people of the most affected areas claiming that they are using their wealth to.defend their property. and that this is some sort of grievance to be had. Vice is scum.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Chico, CA - Newly Released Video Shows Dramatic California Wildfire Rescue",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Death toll climbs to 79 in California wildfires - as growing number of residents battle questionable air quality. Listen here:,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
RT @Circa: President Trump meets with officials on the deadly California wildfires.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
RT @CampbellPatch: CA Fires Latest: More Deaths; New Blaze In Southern California,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
RT @bigredwavenow: #Really New Fires? This Is Stupid! @realDonaldTrump @DonaldJTrumpJr @StormIsUponUs @WhiteHouse @POTUS_Schedule,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
My heart remains with the community of Paradise this week. Congress and the federal government must step up and provide emergency aid to help these families recover. We will get through this together.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @ChicoER: ChicoStart offering help for Camp Fire victims,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"@realDonaldTrump Yes, he is appalling. And the fires in California have nothing to do with forest management.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"[] - ὏0 California wildfires: Death toll rises to 25 as blazes continue: Death toll surges after 14 more bodies are found in decimated town of Paradise, as thousands flee three separate fires. ὄA HATE FAKE NEWS? So do we. Prove it",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Trump slashed federal funding for forest management in California and now blames the state for its own wildfires. He’s also, you know, threatening to withhold even more federal funds as people, homes, and animals are literally being burned alive. At least 9 people are dead.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Camp fires becomes California’s deadliest | Searching for missing | 41 dead 200 missing Tue.Nov.13,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sending lots and lots of LOVE to folks in California - awful fires, truly hellacious.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Woman reunited with cat after massive California wildfires -  Laci Ping was reunited with her beloved cat, Mayson, after being forced to abandon him while fleeing the California wildfires. The beloved pet got out of his cage while Ping was evacua",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VIDEO: Camp Fire becomes California’s deadliest wildfire; at least 31 killed statewide,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Hundreds of Camp Fire evacuees living in tents at Chico Walmart parking lot,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
My heart aches for all the families and loved ones affected by the shooting and fires in California this week Ὁ4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Death toll ticks up in Californias devastating Camp Fire -,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
@RogueTiffanyTr1 YeaDonnie wishes!!!! Californias not hot n dry.the only real thing thats hot n dry is my wife!!!!! These fires are just fake news created by the Terrorist organization CNN! Its all computer graphics directed by Stephen Spielberg!! #DonnieDollHands,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"This is clearly not the fault of people of California. Look at those kids giving back, workers risking their lives at work to provide food, amd more problems to come. @realDonaldTrump this is a national issue and we should take care of each other.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Paradise students reunite after Camp Fire destroys homes: It means more than people know,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#CAMPFIRE #MISSING #PLEASEHELP My grandma is missing from the camp fire with her dog! Help us find them please !! HER NAME IS BARBARA CARLSON AND HER DOG IS STRAWBERRY @RealJamesWoods,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
