tweet_text,predictions_event_type,event_type_label,class_label
"Death toll in California wildfire rises to 42, marking worst in state history  via @nbcnews",wildfires,wildfires,injured_or_dead_people
Donate to help those whom the #CaWildfires have affected:,wildfires,wildfires,rescue_volunteering_or_donation_effort
The mainstream media is lying to you about the California fires. (Currently the most popular article on @TruthDig),wildfires,wildfires,not_humanitarian
100 Oncor workers &amp; contractors are leaving Dallas this morning to help crews repair lines damaged by California wildfires.,wildfires,wildfires,rescue_volunteering_or_donation_effort
Both Northern and Southern California continue to deal with deadly wildfires that have killed at least 31 people and left 228 unaccounted for.,wildfires,wildfires,injured_or_dead_people
"Investors Flee As PG&amp;E Faces Scrutiny Over Cause Of Camp Fire  #ParadiseGone #Magalia #Oroville #Chico #ButteCounty #CA #WildFires #CampFire2018 29 Dead, Hundreds Missing #PGE @breakuppge #FeatherRiver",wildfires,wildfires,injured_or_dead_people
"Watch: #GuyFieri cooks #Thanksgiving turkey for 10,000 #CampFire evacuees ὄDὉ3ἰ8",wildfires,wildfires,displaced_people_and_evacuations
"Bus Driver Rushes 22 Elementary Kids into the Bus, to Rescues Them from California Wildfires.",wildfires,wildfires,rescue_volunteering_or_donation_effort
"Thank you to Los Angeles finest. The real heroes on the front line fighting these catastrophic fires. And this man for saving the precious and small voices in the fire, they can still feel lost pain and emptiness.. They just can’t reason with the mentality of a two-year-oldὉ4",wildfires,wildfires,rescue_volunteering_or_donation_effort
RT @fox12oregon: Fences for Fido volunteers heading to California to help animals affected by wildfires,wildfires,wildfires,rescue_volunteering_or_donation_effort
@realDonaldTrump So after 50 plus die and countless amounts of property and wildlife damage is done you finally talk to the Governor? But after you blamed him and California for the wildfires in the first place.,wildfires,wildfires,injured_or_dead_people
Shares of California’s two largest utilities plunged on liability concerns related to the state’s latest devastating wildfires,wildfires,wildfires,other_relevant_information
Im raising money for Help for Southern California Woosley Canyon Fire. Click to Donate:  via @gofundme,wildfires,wildfires,rescue_volunteering_or_donation_effort
Want to help wildfire victims? The @nytimes has a roundup of places where you can donate items or money to help with the relief effort.,wildfires,wildfires,rescue_volunteering_or_donation_effort
"Someone doesn’t understand how nature, or wild fires work. Just like he doesn’t understand how his own penis works yet still made some disgusting offspring.",wildfires,wildfires,not_humanitarian
RT @santamonicafd: How You Can Help Those Affected By The Southern California Wildfires,wildfires,wildfires,rescue_volunteering_or_donation_effort
An NBC Bay Area investigation has found that five PG&amp;E towers collapsed in a storm back in 2012 on the same transmission line where a damaged tower is now suspected of causing the deadly Camp Fire.,wildfires,wildfires,other_relevant_information
Watch MORE strange things about the 2018 California Wildfires on YouTube,wildfires,wildfires,other_relevant_information
Love Unites ? Please help us in our efforts to help raise #money for the people that have lost their homes in the devastating California Fires #californiafires #lisabrando,wildfires,wildfires,rescue_volunteering_or_donation_effort
"1) are you saddened about the wildfires in California but arent sure what you can do about it? 2) do you wear shirts? ὒ5ᾑ4ὅ5❓ Buy this @TheSmokingTire t-shirt; my friend Matt who is a positive, philanthropic dude is donating the proceeds to @CAFireFound.",wildfires,wildfires,rescue_volunteering_or_donation_effort
"Kanye West Donates $500,000 to California Wildfire Relief Kim Kardashian and Kanye Wests home in Hidden Hills, Calif., is still standing after the Woolsey fire threatened to destroy it earlier this month. The 38-year-old Keeping Up With the",wildfires,wildfires,rescue_volunteering_or_donation_effort
RT @kron4news: WATCH: Newly released video shows dramatic rescue during #WoolseyFire,wildfires,wildfires,rescue_volunteering_or_donation_effort
"Sheriff’s investigators have begun scouring through the wreckage of California’s most destructive fire on record in search of the dead, with 110 people believed missing.",wildfires,wildfires,missing_or_found_people
MY HOME IS GONE: California Wildfires Destroy Homes And Lives  via @YouTube,wildfires,wildfires,infrastructure_and_utility_damage
The Northern and Southern part of our state has been decimated by fires. This shit is absolutely crazy.,wildfires,wildfires,other_relevant_information
I liked a @YouTube video  Men Run Into Burning Barn To Save Horses Trapped by California Wildfires | The Dodo,wildfires,wildfires,other_relevant_information
"Confirmed dead # growing. Trump says, its a great time to shut down govt. over his wall. Such a cruel threat could mean mass negligent homicide. Desperate search for over 1,000 still missing in California wildfires  via @nypost",wildfires,wildfires,missing_or_found_people
"As a matter of perspective: despite an army of nearly 10,000 firefighters deployed to fight the ongoing California wildfires, thats still less than one firefighter per destroyed building. These numbers are really hard to wrap ones head around. #CampFire #WoolseyFire #CAfire",wildfires,wildfires,rescue_volunteering_or_donation_effort
"@LadyBarberBrown @Bfklin @lizziejohnsonnn @Virteaus Yes, every successive fire is called the biggest in California history! Just heard the death toll in #CampFire is up to 25.",wildfires,wildfires,injured_or_dead_people
"Verizon supports North Valley Community Foundation through $100,000 donation for California wildfire relief #IamVZ",wildfires,wildfires,rescue_volunteering_or_donation_effort
"Head of Cal Fire for the state said on CNN he had no idea what started the over 60 strikes that came out of nowhere in the middle of the night without warning. Sudden, unexplainable winds kicked up to 60-70 mph  via @twittercomWI_Chemtrails",wildfires,wildfires,other_relevant_information
@CoraCarmack I hate him so much. I’m okay but not far from the Camp fire (hourish away) and it completely destroyed paradise.,wildfires,wildfires,infrastructure_and_utility_damage
#Death toll rises to 76 in #California #fire with winds ahead - Nov 18 @ 5:50 AM ET,wildfires,wildfires,injured_or_dead_people
"‘Total devastation’: California Wildfire Death Toll Jumps to 76, With 1,  via @YouTube",wildfires,wildfires,injured_or_dead_people
Malibu evacuated as California Woolsey wildfire rages across beachside communities,wildfires,wildfires,displaced_people_and_evacuations
Lady Gaga volunteered at the Red Cross shelter to help those affected by the California wildfires and took the time to cheer up a 98-year-old lady. She really is the most caring artist that the world has ever known. Read the heart warming story below!,wildfires,wildfires,rescue_volunteering_or_donation_effort
"The Wollsey fire in Southern California is not in forest land, managed or otherwise. Its in urban interface landscape (scrub land). It wasnt caused by mismanaged forests, and its not because we didnt save enough water to put out. Your idiot President is wildly uninformed.",wildfires,wildfires,not_humanitarian
"I hadnt realized that it was so hazy all day yesterday, and that Ive been uncontrollably sneezing this week, because Philly is getting smoke from the California wildfires",wildfires,wildfires,other_relevant_information
The poor and elderly are the ones who die in #hurricanes and #fires in #California. The government of #Paradise needs to #evacuate the elderly people or they die.,wildfires,wildfires,displaced_people_and_evacuations
Time To Rock And Roll Fridays #RenewablesNow! Hour written/tweeted by RTC THEME: The Ryan Zinke Missing Linky Effect On Brain #Science #wildfires #CampFire #California #lies #Liars #lying @SecretaryZinke #StrawManArguments #cleanenergy #climatechange #solarpanels #windpower,wildfires,wildfires,not_humanitarian
@deal_waddy @TrumpWillMAGA1 @Jenn198523 And profiting off the wild fires in California taking donations for ᾑ4 maybe to run in 2020,wildfires,wildfires,rescue_volunteering_or_donation_effort
How horrible. Our hearts ache for them. Please help these great firefighters.,wildfires,wildfires,sympathy_and_support
"•The fires are NOT forest fires, they are *brush* fires. •The forests are *federal* forests and managed by the Trump Administration. •The fires aren’t even 5% contained. Meanwhile, as the death count rises, you avoid a few rain drops while disrespecting our troops/allies.",wildfires,wildfires,injured_or_dead_people
"California wildfire death toll rises as number on missing list tops 1,000",wildfires,wildfires,injured_or_dead_people
Please be safe out there everyone. We could smell the fires from our house earlier today. So sad and super scary. Take care of each other California. ὤFἿB #prayforcalifornia #MalibuFire,wildfires,wildfires,sympathy_and_support
